Frame,X,Y,Z,QX,QY,QZ,QW,left_hip_pitch_joint,left_hip_roll_joint,left_hip_yaw_joint,left_knee_joint,left_ankle_pitch_joint,left_ankle_roll_joint,right_hip_pitch_joint,right_hip_roll_joint,right_hip_yaw_joint,right_knee_joint,right_ankle_pitch_joint,right_ankle_roll_joint,waist_yaw_joint,waist_roll_joint,waist_pitch_joint,left_shoulder_pitch_joint,left_shoulder_roll_joint,left_shoulder_yaw_joint,left_elbow_joint,left_wrist_roll_joint,left_wrist_pitch_joint,left_wrist_yaw_joint,right_shoulder_pitch_joint,right_shoulder_roll_joint,right_shoulder_yaw_joint,right_elbow_joint,right_wrist_roll_joint,right_wrist_pitch_joint,right_wrist_yaw_joint
67,-0.004786,-0.003225,0.799001,0.014771,-0.031552,0.022823,0.999132,0.069257,0.045443,0.17275,0.157615,-0.083863,-0.02879,0.105938,-0.143002,-0.403571,0.206421,-0.179764,0.039642,-0.008173,-0.020795,0.071273,-0.034694,1.176989,0.559019,0.830203,1.095911,0.383553,-0.03296,0.261257,-1.12232,-0.873578,0.832359,-0.725762,0.281851,-0.047034
68,-0.004933,-0.003211,0.798994,0.014805,-0.031835,0.023131,0.999116,0.069403,0.045264,0.17219,0.157833,-0.083836,-0.028695,0.10626,-0.143258,-0.404105,0.206861,-0.179885,0.039654,-0.008067,-0.020787,0.071009,-0.035099,1.17694,0.559053,0.829984,1.094281,0.379377,-0.019828,0.259718,-1.122401,-0.873334,0.831918,-0.725791,0.281258,-0.045361
69,-0.00511,-0.003191,0.798988,0.014837,-0.032094,0.02343,0.9991,0.069418,0.045085,0.171625,0.158131,-0.0838,-0.02859,0.106443,-0.143512,-0.40462,0.207374,-0.180004,0.039656,-0.007975,-0.020792,0.070767,-0.035747,1.177134,0.558783,0.830557,1.092836,0.376159,-0.009154,0.25822,-1.122587,-0.872665,0.831547,-0.726052,0.280576,-0.043826
70,-0.005317,-0.003168,0.798984,0.014858,-0.032305,0.023693,0.999087,0.069241,0.044932,0.171114,0.158552,-0.083763,-0.028469,0.106414,-0.143747,-0.40506,0.207976,-0.180113,0.039634,-0.007901,-0.020816,0.070575,-0.036793,1.177476,0.558386,0.831554,1.091216,0.373703,-0.001477,0.256647,-1.122948,-0.871477,0.831271,-0.726649,0.279715,-0.042387
71,-0.005554,-0.003139,0.798984,0.014859,-0.032467,0.023924,0.999076,0.068886,0.044824,0.170658,0.159058,-0.083709,-0.028331,0.106199,-0.143962,-0.405422,0.208603,-0.180181,0.039554,-0.00783,-0.02086,0.070449,-0.03815,1.178024,0.557953,0.832718,1.089628,0.372613,0.003507,0.254983,-1.123514,-0.869969,0.831126,-0.727525,0.278855,-0.041241
72,-0.005819,-0.003107,0.798987,0.014853,-0.032608,0.024123,0.999067,0.068529,0.04473,0.170269,0.159418,-0.083594,-0.028174,0.1059,-0.144159,-0.405724,0.209158,-0.180161,0.039448,-0.007742,-0.020917,0.070365,-0.03922,1.179017,0.556767,0.833754,1.089149,0.372534,0.006676,0.25325,-1.124229,-0.868358,0.831101,-0.72855,0.278235,-0.040595
73,-0.006105,-0.00307,0.798997,0.014831,-0.032733,0.024292,0.999059,0.068211,0.044652,0.16994,0.159585,-0.083372,-0.027994,0.105587,-0.144298,-0.405983,0.209546,-0.180012,0.039332,-0.007616,-0.020987,0.070312,-0.040218,1.18021,0.555274,0.834643,1.089255,0.372923,0.008456,0.251326,-1.124981,-0.86676,0.831148,-0.729511,0.277706,-0.040445
74,-0.006406,-0.003031,0.799015,0.014789,-0.032846,0.024439,0.999052,0.067959,0.044598,0.169656,0.159526,-0.083022,-0.027803,0.105377,-0.144326,-0.406241,0.209566,-0.179652,0.039234,-0.007441,-0.021071,0.070277,-0.041337,1.181366,0.554127,0.835342,1.08922,0.373233,0.009332,0.249037,-1.125658,-0.865527,0.831199,-0.729989,0.27713,-0.040724
75,-0.006717,-0.002988,0.799042,0.014718,-0.03295,0.024574,0.999046,0.067755,0.044583,0.169392,0.1593,-0.082575,-0.027606,0.105295,-0.144225,-0.406521,0.209219,-0.179089,0.039154,-0.007213,-0.021175,0.070253,-0.042262,1.182433,0.553261,0.835805,1.089146,0.37327,0.010252,0.246624,-1.12631,-0.864574,0.831274,-0.730034,0.27654,-0.040558
76,-0.007032,-0.002936,0.799073,0.014629,-0.033041,0.024696,0.999042,0.067551,0.044554,0.169156,0.159007,-0.082089,-0.027398,0.105284,-0.144051,-0.406801,0.208641,-0.178403,0.039079,-0.006942,-0.021288,0.070245,-0.042847,1.183422,0.552707,0.836168,1.088818,0.372961,0.011181,0.244383,-1.127022,-0.863736,0.831301,-0.730111,0.276023,-0.040261
77,-0.00735,-0.002879,0.799101,0.014546,-0.033119,0.024825,0.999037,0.067245,0.044534,0.168903,0.158838,-0.081652,-0.027173,0.105167,-0.143932,-0.407063,0.208246,-0.177811,0.038985,-0.006649,-0.021403,0.070266,-0.043165,1.18433,0.55246,0.836518,1.08822,0.372786,0.011756,0.242465,-1.127735,-0.863077,0.831165,-0.73042,0.275419,-0.040832
78,-0.007666,-0.002817,0.799123,0.014474,-0.033196,0.024944,0.999033,0.066851,0.044545,0.168654,0.158851,-0.081308,-0.026926,0.104941,-0.143891,-0.407276,0.208082,-0.17734,0.038876,-0.006345,-0.021513,0.070311,-0.043246,1.185047,0.552563,0.836804,1.087294,0.372871,0.011982,0.241194,-1.128389,-0.861992,0.83114,-0.731477,0.274406,-0.04169
79,-0.007971,-0.002751,0.799141,0.014403,-0.033276,0.025062,0.999028,0.066422,0.044615,0.168377,0.158965,-0.081028,-0.026666,0.104704,-0.143878,-0.407481,0.208004,-0.176938,0.038784,-0.006032,-0.021622,0.070364,-0.043069,1.185567,0.552841,0.837137,1.086154,0.37312,0.011394,0.240239,-1.128852,-0.860702,0.831338,-0.732972,0.273084,-0.042483
80,-0.008255,-0.002668,0.799158,0.014323,-0.033357,0.025202,0.999023,0.066022,0.044587,0.168075,0.159091,-0.080793,-0.026396,0.104582,-0.143861,-0.407743,0.207817,-0.176537,0.038753,-0.005729,-0.021732,0.070415,-0.042101,1.186233,0.552243,0.838114,1.085971,0.373391,0.007753,0.239054,-1.128984,-0.859814,0.831686,-0.734029,0.271485,-0.042731
81,-0.008513,-0.002571,0.799175,0.014251,-0.033438,0.025348,0.999018,0.065688,0.04447,0.167776,0.159172,-0.080582,-0.026114,0.104595,-0.143832,-0.408034,0.207447,-0.176086,0.038756,-0.005439,-0.021855,0.070466,-0.041146,1.186741,0.55168,0.839117,1.085781,0.373037,0.001688,0.237652,-1.128903,-0.859343,0.832158,-0.734559,0.26987,-0.042316
82,-0.008741,-0.002465,0.799193,0.014181,-0.033518,0.02548,0.999013,0.065438,0.044356,0.167501,0.159203,-0.080395,-0.025813,0.104748,-0.143799,-0.408333,0.206868,-0.175564,0.038812,-0.005156,-0.021997,0.070528,-0.039894,1.187206,0.551005,0.839752,1.08648,0.37251,-0.004304,0.236474,-1.128872,-0.858943,0.832687,-0.735319,0.268753,-0.041912
83,-0.008943,-0.002341,0.799208,0.014106,-0.033631,0.025613,0.999006,0.065302,0.044208,0.167241,0.159246,-0.080269,-0.025489,0.105034,-0.143834,-0.408766,0.206306,-0.175088,0.038911,-0.004871,-0.022152,0.070611,-0.038686,1.187274,0.550724,0.839778,1.087717,0.372388,-0.008562,0.235506,-1.128838,-0.858663,0.833225,-0.736212,0.268302,-0.041506
84,-0.009122,-0.002209,0.799217,0.014028,-0.033767,0.025739,0.999,0.065232,0.044073,0.166997,0.15938,-0.080236,-0.025172,0.105327,-0.143885,-0.40904,0.205883,-0.174721,0.03903,-0.00461,-0.022325,0.070735,-0.037921,1.186708,0.551488,0.839351,1.088495,0.372844,-0.010839,0.234726,-1.128696,-0.858546,0.833679,-0.73703,0.268296,-0.041054
85,-0.009286,-0.00208,0.799225,0.013975,-0.033901,0.025855,0.998993,0.065196,0.043938,0.166778,0.159552,-0.080227,-0.024865,0.105591,-0.143941,-0.409222,0.205527,-0.174402,0.039164,-0.004363,-0.022496,0.070899,-0.037175,1.185886,0.552659,0.838765,1.089089,0.373723,-0.011874,0.234283,-1.128366,-0.858711,0.833929,-0.737678,0.26832,-0.040684
86,-0.009444,-0.001946,0.799232,0.013928,-0.034032,0.025965,0.998986,0.06516,0.04379,0.166584,0.159623,-0.080169,-0.024562,0.105835,-0.144002,-0.409355,0.2052,-0.174099,0.039315,-0.004115,-0.022664,0.071103,-0.036013,1.185219,0.553428,0.838265,1.090218,0.374639,-0.01231,0.234387,-1.127868,-0.859231,0.83398,-0.738153,0.267923,-0.040568
87,-0.009599,-0.001805,0.79924,0.013886,-0.034155,0.026059,0.99898,0.065116,0.043628,0.16643,0.159622,-0.08006,-0.024246,0.106047,-0.144082,-0.409459,0.204898,-0.173798,0.039482,-0.00387,-0.022829,0.071336,-0.034595,1.184874,0.553637,0.837993,1.091963,0.375403,-0.013276,0.234894,-1.127301,-0.85998,0.833979,-0.738565,0.267389,-0.040631
88,-0.009749,-0.001655,0.799248,0.013859,-0.034261,0.026112,0.998976,0.065041,0.043436,0.166361,0.159731,-0.080016,-0.023935,0.106194,-0.144196,-0.409535,0.204648,-0.173506,0.039675,-0.003651,-0.02298,0.071585,-0.032841,1.185043,0.553051,0.838144,1.094691,0.376099,-0.016175,0.23557,-1.126836,-0.860556,0.834057,-0.739202,0.267217,-0.040618
89,-0.009898,-0.001496,0.799254,0.013847,-0.034351,0.02614,0.998972,0.064916,0.043217,0.166328,0.159905,-0.080024,-0.023607,0.106282,-0.144338,-0.409562,0.204425,-0.173214,0.039898,-0.003458,-0.023107,0.071843,-0.031149,1.185528,0.552213,0.83844,1.097942,0.376493,-0.020674,0.23638,-1.126433,-0.861077,0.834084,-0.740035,0.267147,-0.04048
90,-0.01005,-0.001324,0.79926,0.013842,-0.034418,0.026142,0.99897,0.064734,0.042971,0.166366,0.16012,-0.080051,-0.023263,0.106287,-0.144524,-0.409513,0.204239,-0.172926,0.040139,-0.003302,-0.023203,0.072102,-0.029385,1.186228,0.551285,0.838941,1.101689,0.376562,-0.026556,0.237029,-1.125953,-0.861832,0.834022,-0.740682,0.267024,-0.040066
91,-0.010208,-0.001131,0.799266,0.013838,-0.034453,0.026139,0.998969,0.064475,0.042676,0.166484,0.160337,-0.080083,-0.022888,0.10616,-0.144793,-0.409365,0.204139,-0.172654,0.040389,-0.003176,-0.02326,0.072354,-0.027222,1.187236,0.549959,0.839855,1.106426,0.376298,-0.034202,0.237498,-1.125324,-0.862888,0.833867,-0.740897,0.266709,-0.039445
92,-0.010367,-0.000922,0.799272,0.013837,-0.034424,0.026113,0.99897,0.064082,0.042355,0.16661,0.16058,-0.080137,-0.022495,0.105885,-0.145099,-0.409167,0.204058,-0.172375,0.040646,-0.003071,-0.023294,0.072639,-0.024347,1.188823,0.547559,0.841436,1.113226,0.375768,-0.044106,0.237992,-1.124605,-0.864154,0.833741,-0.740993,0.266274,-0.039036
93,-0.010523,-0.000695,0.799278,0.013843,-0.034325,0.026024,0.998976,0.063589,0.042014,0.166862,0.160825,-0.080203,-0.022081,0.105438,-0.145475,-0.408936,0.204012,-0.172092,0.040915,-0.002993,-0.023306,0.07301,-0.021542,1.190498,0.545022,0.843127,1.121154,0.374214,-0.055053,0.238471,-1.123833,-0.865435,0.833652,-0.741123,0.265834,-0.038895
94,-0.010684,-0.000445,0.799286,0.013857,-0.034222,0.025897,0.998983,0.063121,0.041618,0.167199,0.161006,-0.080246,-0.021634,0.104933,-0.145931,-0.408662,0.203991,-0.171805,0.041205,-0.002929,-0.023298,0.073444,-0.020311,1.191053,0.545099,0.84375,1.127291,0.372104,-0.063085,0.238901,-1.123075,-0.866586,0.833645,-0.741299,0.26555,-0.039093
95,-0.01085,-0.000179,0.799295,0.013891,-0.034112,0.025802,0.998988,0.062668,0.04114,0.167501,0.161079,-0.080217,-0.021149,0.104407,-0.146444,-0.408345,0.203973,-0.171503,0.041524,-0.002863,-0.023274,0.073925,-0.02012,1.190163,0.547697,0.843504,1.131238,0.370237,-0.06663,0.239318,-1.122357,-0.867617,0.833701,-0.741411,0.265413,-0.039534
96,-0.011018,0.000102,0.799307,0.013938,-0.033985,0.025756,0.998993,0.062212,0.04058,0.167726,0.161027,-0.080096,-0.02063,0.10387,-0.147005,-0.408119,0.203953,-0.171175,0.041896,-0.002783,-0.02324,0.074447,-0.020168,1.188414,0.551377,0.843027,1.133999,0.369452,-0.067606,0.239835,-1.121733,-0.868468,0.833774,-0.741515,0.265385,-0.039756
97,-0.011186,0.000397,0.799323,0.014002,-0.033843,0.02574,0.998998,0.061785,0.039939,0.167907,0.160825,-0.079874,-0.020083,0.103343,-0.147628,-0.407962,0.203915,-0.170811,0.042284,-0.002707,-0.023202,0.075001,-0.019762,1.186593,0.554738,0.842443,1.136546,0.368211,-0.06819,0.240527,-1.121249,-0.869108,0.833768,-0.74182,0.265474,-0.0394
98,-0.011345,0.000703,0.799341,0.01409,-0.033697,0.025758,0.999001,0.061457,0.039197,0.168042,0.160402,-0.07953,-0.019511,0.102861,-0.148334,-0.407875,0.203877,-0.170426,0.042695,-0.002644,-0.023168,0.075571,-0.019301,1.185018,0.557426,0.841817,1.139191,0.366602,-0.068696,0.241356,-1.12089,-0.869863,0.833671,-0.742021,0.26561,-0.038335
99,-0.011494,0.001019,0.799358,0.014199,-0.033573,0.025827,0.999002,0.061165,0.038383,0.168094,0.160013,-0.079203,-0.018924,0.102455,-0.149119,-0.407866,0.203872,-0.17008,0.043149,-0.002592,-0.023139,0.076147,-0.018997,1.18383,0.559616,0.841478,1.141694,0.365085,-0.0697,0.242641,-1.120791,-0.870506,0.833589,-0.742748,0.266353,-0.037444
100,-0.011636,0.001339,0.799369,0.014323,-0.033475,0.025912,0.999001,0.060794,0.037562,0.168103,0.159935,-0.079032,-0.018342,0.102086,-0.149953,-0.40788,0.203936,-0.169804,0.043622,-0.002562,-0.023113,0.076726,-0.019544,1.182775,0.562243,0.841083,1.142822,0.364479,-0.070647,0.24329,-1.120406,-0.872071,0.833246,-0.74199,0.266449,-0.036601
101,-0.011775,0.001665,0.799376,0.014451,-0.033392,0.025996,0.999,0.060315,0.036757,0.168101,0.16017,-0.079017,-0.017766,0.101714,-0.150811,-0.407882,0.204081,-0.169565,0.044098,-0.002561,-0.023086,0.077293,-0.019407,1.182586,0.563423,0.840376,1.144379,0.362066,-0.072168,0.24447,-1.120236,-0.873369,0.832685,-0.740992,0.265405,-0.035603
102,-0.011919,0.002,0.799377,0.014569,-0.033322,0.026039,0.998999,0.05973,0.036003,0.168153,0.160705,-0.079147,-0.017202,0.101242,-0.151691,-0.407796,0.204451,-0.169387,0.044567,-0.002594,-0.023055,0.07783,-0.018193,1.183378,0.562471,0.840017,1.14722,0.356341,-0.079079,0.247086,-1.120438,-0.871904,0.831913,-0.742755,0.26408,-0.030179
103,-0.012072,0.002352,0.799374,0.014664,-0.033261,0.02603,0.999,0.058995,0.035338,0.168279,0.16161,-0.079458,-0.016649,0.10065,-0.152563,-0.407599,0.205043,-0.169261,0.04503,-0.002633,-0.02301,0.078314,-0.018117,1.183758,0.561494,0.839249,1.14783,0.347243,-0.090852,0.247397,-1.119333,-0.870002,0.830293,-0.742916,0.261129,-0.026308
104,-0.012249,0.002728,0.79937,0.014731,-0.033219,0.025954,0.999002,0.058169,0.034773,0.168532,0.162807,-0.079913,-0.016094,0.10002,-0.15337,-0.407259,0.205652,-0.169078,0.045477,-0.002651,-0.022927,0.078713,-0.016683,1.183,0.558041,0.838163,1.149493,0.333081,-0.109547,0.247042,-1.117021,-0.865488,0.829171,-0.743749,0.257822,-0.017968
105,-0.012476,0.003147,0.799366,0.014786,-0.033191,0.025668,0.99901,0.057333,0.034263,0.16919,0.164064,-0.080355,-0.015507,0.099048,-0.154211,-0.40648,0.206595,-0.168889,0.045883,-0.002676,-0.022789,0.079032,-0.015876,1.178514,0.554739,0.834918,1.152488,0.319181,-0.123567,0.241941,-1.112748,-0.858246,0.827411,-0.744769,0.256881,-0.008783
106,-0.012765,0.003627,0.799365,0.014834,-0.033157,0.025131,0.999024,0.056503,0.033789,0.170417,0.1652,-0.080632,-0.014905,0.097658,-0.155105,-0.405109,0.207891,-0.168718,0.046235,-0.002863,-0.022601,0.079187,-0.016845,1.167918,0.550692,0.829348,1.153865,0.306914,-0.132866,0.226745,-1.102157,-0.849496,0.821605,-0.743458,0.256844,-0.010065
107,-0.013106,0.004198,0.799365,0.014925,-0.033129,0.023936,0.999053,0.056088,0.033371,0.172998,0.165886,-0.08077,-0.014279,0.095621,-0.15606,-0.402346,0.209664,-0.168586,0.046543,-0.003435,-0.022344,0.079052,-0.017066,1.149095,0.543206,0.820294,1.158451,0.304641,-0.135267,0.200621,-1.080511,-0.838787,0.811216,-0.742097,0.262054,-0.022907
108,-0.013497,0.004919,0.799364,0.015096,-0.033023,0.021379,0.999112,0.056431,0.03301,0.178187,0.16582,-0.080963,-0.013594,0.092159,-0.157148,-0.396881,0.212271,-0.168453,0.04679,-0.004308,-0.021867,0.078581,-0.011316,1.11283,0.541135,0.798752,1.160337,0.309759,-0.119546,0.157094,-1.045996,-0.824953,0.799443,-0.726759,0.265314,-0.02471
109,-0.013964,0.005842,0.799357,0.015257,-0.032541,0.017449,0.999202,0.056588,0.032831,0.186064,0.165687,-0.081519,-0.012734,0.086168,-0.158361,-0.388528,0.216273,-0.168282,0.046947,-0.004635,-0.021017,0.078029,-0.004421,1.057291,0.538976,0.764079,1.151862,0.31924,-0.09384,0.111019,-1.001425,-0.797916,0.782921,-0.707807,0.266491,-0.020964
110,-0.014491,0.006998,0.799334,0.015306,-0.031759,0.012523,0.9993,0.056373,0.032857,0.195913,0.165898,-0.082606,-0.011582,0.078113,-0.159627,-0.378004,0.221613,-0.168138,0.047215,-0.003454,-0.019773,0.0776,0.008227,0.98118,0.537218,0.720504,1.121652,0.317383,-0.061876,0.073274,-0.950185,-0.747923,0.767387,-0.700024,0.260775,-0.015866
111,-0.015063,0.00836,0.799284,0.015258,-0.030964,0.007178,0.999378,0.055677,0.032919,0.206585,0.167081,-0.084212,-0.010017,0.069516,-0.160964,-0.366535,0.2275,-0.168142,0.047882,-0.000663,-0.018325,0.077486,0.030994,0.895206,0.522728,0.678969,1.087803,0.303604,-0.038091,0.05155,-0.900346,-0.666505,0.759066,-0.719981,0.248931,-0.001193
112,-0.015673,0.009821,0.799195,0.015086,-0.030365,0.002345,0.999422,0.053839,0.033172,0.216273,0.170702,-0.086754,-0.008201,0.061773,-0.162203,-0.356006,0.233148,-0.16833,0.048883,0.003705,-0.016905,0.077818,0.056224,0.806441,0.488825,0.646003,1.06027,0.274941,-0.038085,0.039801,-0.852944,-0.563029,0.757452,-0.761892,0.229082,0.029673
113,-0.016307,0.011312,0.799081,0.014729,-0.029977,-0.001353,0.999441,0.05083,0.033607,0.223641,0.176422,-0.089922,-0.006237,0.055545,-0.163321,-0.347802,0.238273,-0.16839,0.050183,0.009144,-0.015884,0.078641,0.079859,0.725244,0.425614,0.625863,1.055777,0.241624,-0.069204,0.035301,-0.803148,-0.454536,0.754178,-0.811039,0.19444,0.065822
114,-0.017022,0.012814,0.798915,0.014351,-0.029383,-0.00286,0.999461,0.044714,0.03356,0.226878,0.185283,-0.093664,-0.003813,0.050026,-0.165308,-0.343689,0.243934,-0.169301,0.052053,0.014922,-0.015533,0.079944,0.09938,0.658814,0.331448,0.612821,1.086248,0.204976,-0.123308,0.039244,-0.74475,-0.361259,0.742486,-0.864923,0.15461,0.089775
115,-0.017901,0.014305,0.798675,0.013938,-0.028354,-0.001629,0.999499,0.033616,0.033058,0.22489,0.199395,-0.098552,-0.00081,0.044636,-0.168422,-0.344625,0.250533,-0.171051,0.054398,0.02009,-0.015951,0.081748,0.109569,0.605009,0.211696,0.596445,1.165961,0.144167,-0.192459,0.046723,-0.674023,-0.298184,0.716195,-0.897539,0.122615,0.108588
116,-0.018965,0.015757,0.798343,0.013489,-0.027132,0.001841,0.999539,0.018783,0.032155,0.218445,0.217957,-0.104414,0.002501,0.039169,-0.172538,-0.349747,0.258644,-0.173575,0.056911,0.024134,-0.017192,0.083971,0.112368,0.551828,0.10929,0.576657,1.269435,0.069464,-0.253239,0.062993,-0.577146,-0.289114,0.675364,-0.902433,0.11388,0.098277
117,-0.020237,0.017235,0.797882,0.013036,-0.025905,0.007202,0.999553,0.001105,0.030562,0.208495,0.240502,-0.11131,0.006202,0.032838,-0.178133,-0.358122,0.270065,-0.177231,0.059761,0.027127,-0.019063,0.086404,0.114049,0.471915,0.068387,0.555966,1.332714,0.006645,-0.294015,0.088995,-0.461961,-0.310124,0.627826,-0.883894,0.117043,0.071374
118,-0.021719,0.01876,0.797285,0.012493,-0.024678,0.013384,0.999528,-0.018598,0.028696,0.196953,0.266244,-0.119055,0.010037,0.025094,-0.184665,-0.36784,0.284766,-0.181609,0.062715,0.02877,-0.021419,0.089167,0.129444,0.363441,0.095321,0.535319,1.338968,-0.020605,-0.317324,0.119261,-0.350668,-0.326212,0.587253,-0.866358,0.12695,0.046819
119,-0.023409,0.020422,0.796564,0.011787,-0.023431,0.019153,0.999472,-0.03901,0.026838,0.186027,0.293444,-0.127142,0.013954,0.015477,-0.191577,-0.376574,0.30208,-0.185996,0.065317,0.028875,-0.024145,0.09223,0.1618,0.239822,0.164297,0.507151,1.315304,-0.006414,-0.301113,0.15015,-0.259467,-0.320534,0.560784,-0.877381,0.137979,0.033576
120,-0.025342,0.022311,0.795688,0.011137,-0.022389,0.024103,0.999397,-0.058783,0.024419,0.176682,0.320853,-0.135591,0.018193,0.003667,-0.199498,-0.383203,0.322765,-0.190809,0.067416,0.028322,-0.02694,0.095582,0.208788,0.112924,0.248471,0.470153,1.275949,0.014952,-0.251899,0.180793,-0.188217,-0.303009,0.546711,-0.925922,0.158236,0.023158
121,-0.027583,0.024438,0.794632,0.010694,-0.021374,0.02828,0.999314,-0.078081,0.021036,0.168897,0.347963,-0.144369,0.022914,-0.011634,-0.209062,-0.387227,0.348378,-0.195897,0.06922,0.02836,-0.029686,0.099536,0.261471,-0.004352,0.327169,0.431989,1.227077,0.030667,-0.184985,0.209125,-0.11914,-0.299447,0.542999,-0.966268,0.183011,0.005907
122,-0.030249,0.026734,0.79338,0.01032,-0.020313,0.032431,0.999214,-0.098034,0.016721,0.161323,0.375514,-0.153541,0.028159,-0.031257,-0.220433,-0.388842,0.38061,-0.199173,0.071821,0.029682,-0.032523,0.10438,0.310902,-0.096165,0.385501,0.406352,1.169516,0.044973,-0.111554,0.240407,-0.056562,-0.313619,0.548228,-0.977896,0.196556,-0.019002
123,-0.03351,0.028993,0.791806,0.010083,-0.019033,0.037043,0.999082,-0.120915,0.011601,0.152962,0.406136,-0.163823,0.033629,-0.057259,-0.233958,-0.388012,0.422432,-0.199914,0.072848,0.03224,-0.03541,0.110518,0.344885,-0.152783,0.411058,0.413358,1.140204,0.068237,-0.058003,0.266103,-0.00233,-0.327511,0.559995,-0.968439,0.214201,-0.044246
124,-0.037535,0.031014,0.789692,0.009821,-0.017309,0.042267,0.998908,-0.14969,0.006492,0.143455,0.443701,-0.176109,0.038909,-0.092142,-0.249568,-0.384644,0.477042,-0.198393,0.070151,0.035426,-0.038304,0.118107,0.36753,-0.174943,0.416429,0.447535,1.135384,0.104157,-0.024818,0.295706,0.027237,-0.327344,0.581003,-0.967266,0.222034,-0.05299
125,-0.042256,0.03279,0.786991,0.009311,-0.015459,0.04725,0.99872,-0.182165,0.002107,0.134429,0.485898,-0.189926,0.043966,-0.136555,-0.267107,-0.377394,0.545946,-0.190995,0.064427,0.038036,-0.041409,0.126884,0.378614,-0.172194,0.406897,0.506005,1.146938,0.141391,-0.022935,0.324138,0.033767,-0.311079,0.60779,-0.983847,0.224488,-0.050054
126,-0.047565,0.034218,0.783842,0.008785,-0.013525,0.051345,0.998551,-0.217304,-0.001133,0.127677,0.531543,-0.20492,0.048667,-0.190442,-0.286103,-0.365113,0.628461,-0.176235,0.053509,0.038321,-0.04545,0.136525,0.378264,-0.153682,0.392532,0.583925,1.164945,0.181562,-0.048296,0.346258,0.028461,-0.291027,0.637602,-0.995658,0.218713,-0.032739
127,-0.053016,0.03508,0.782171,0.008738,-0.011611,0.055371,0.99836,-0.253241,-0.004239,0.122241,0.577816,-0.219259,0.052872,-0.250709,-0.307177,-0.350826,0.720999,-0.156393,0.032844,0.035906,-0.051297,0.1461,0.366071,-0.129068,0.368728,0.674501,1.19034,0.228355,-0.091892,0.365213,0.011392,-0.264284,0.665919,-1.002376,0.201964,-0.000763
128,-0.058657,0.035493,0.778795,0.008738,-0.009528,0.060326,0.998095,-0.285349,-0.008198,0.116454,0.613828,-0.229513,0.056716,-0.306224,-0.328066,-0.343827,0.801913,-0.137865,0.003595,0.031517,-0.059623,0.154893,0.36105,-0.088631,0.337884,0.75496,1.228668,0.255593,-0.157069,0.371436,-0.015528,-0.238329,0.69679,-1.006921,0.182015,0.057959
129,-0.06428,0.035456,0.775645,0.008974,-0.00779,0.066876,0.997691,-0.310245,-0.014482,0.108849,0.635383,-0.233288,0.060314,-0.349289,-0.347243,-0.342935,0.862679,-0.12575,-0.019124,0.02564,-0.069878,0.162468,0.348096,-0.048469,0.286986,0.819767,1.293814,0.274502,-0.223202,0.371737,-0.041526,-0.211512,0.720367,-1.013601,0.16522,0.121558
130,-0.069755,0.034801,0.77366,0.009851,-0.006514,0.075385,0.997085,-0.327732,-0.02429,0.097668,0.642854,-0.229101,0.063193,-0.37572,-0.360492,-0.344238,0.898558,-0.12207,-0.034152,0.01943,-0.081041,0.168048,0.335418,-0.008955,0.227978,0.861492,1.376455,0.272122,-0.27802,0.372852,-0.063961,-0.187242,0.729582,-1.024298,0.150336,0.16964
